범주	file::함수	행수	도달	리뷰 태그
A	src/services/discord/router/message_handler/intake_turn/race_loss.rs::handle_race_loss_enqueue	6	불명	-
A	src/services/discord/router/message_handler/intake_turn/race_loss/mailbox_reaction.rs::note_busy_tui_pre_submit_queue_pending	1	불명	-
A	src/services/discord/router/message_handler/intake_turn/race_loss/mailbox_reaction.rs::note_queue_pending	1	불명	-
A	src/services/discord/router/message_handler/intake_turn/runtime_transition.rs::acquire_after_redirect_or_requeue	1	불명	-
A	src/services/discord/router/message_handler/intake_turn/stale_dispatch_guard.rs::abort_terminal_dispatch_at_turn_start	1	불명	-
A	src/services/discord/router/message_handler/intake_turn/worker_entry.rs::execute_intake_turn_core	1	불명	-
A	src/services/discord/router/message_handler/pre_admission_control.rs::resolve	2	불명	-
A	src/services/discord/router/message_handler/pre_admission_control.rs::send_pre_admission_notice	1	불명	-
A	src/services/discord/router/message_handler/tui_followup.rs::apply_tui_busy_enqueue_refusal	1	불명	-
A	src/services/discord/router/message_handler/typing_indicator.rs::broadcast_typing	1	불명	-
A	src/services/discord/router/message_handler/typing_indicator.rs::run_native_typing_indicator	1	불명	-
A	src/services/discord/router/message_handler/typing_indicator.rs::spawn_typing_indicator_task	1	불명	-
A	src/services/discord/router/thread_binding.rs::verify_thread_accessible	1	불명	-
A	src/services/discord/runtime_bootstrap/framework_setup.rs::run_bot_framework_setup	3	예	-
A	src/services/discord/runtime_bootstrap/gateway_runtime.rs::run_bot_start_gateway_runtime	2	예	-
A	src/services/discord/runtime_bootstrap/orphan_recovery.rs::spawn_startup_thread_map_validation	1	예	-
A	src/services/discord/runtime_bootstrap/queued_placeholders.rs::delete	1	예	-
A	src/services/discord/runtime_bootstrap/recovery_flush.rs::run_bot_spawn_recovery_and_flush_restart_reports	3	예	-
A	src/services/discord/runtime_bootstrap/voice.rs::run_bot_spawn_voice_auto_join	1	예	-
A	src/services/discord/session_relay_sink/journal.rs::send_long_chunks_with_anchor_receipt	2	예	-
A	src/services/discord/session_relay_sink/short_controller.rs::deliver_short_replace_via_controller	1	예	-
A	src/services/discord/session_relay_sink/task_notification_context.rs::deliver_new_message_with_task_authority	3	예	-
A	src/services/discord/session_relay_sink/task_notification_context.rs::send_plain_response_chunks	2	예	-
A	src/services/discord/session_relay_sink/terminal_handoff.rs::deliver	1	예	-
A	src/services/discord/sidecar_interaction.rs::ephemeral_reply	1	아니오	-
A	src/services/discord/sidecar_interaction.rs::handle_sidecar_interaction	12	아니오	-
A	src/services/discord/startup_reclaim.rs::reclaim_frozen_panels	1	불명	M14
A	src/services/discord/startup_reclaim.rs::reclaim_orphan_placeholders	1	불명	M14
A	src/services/discord/startup_reclaim.rs::run_delayed_reclaim_pass	1	불명	-
A	src/services/discord/startup_reclaim.rs::run_startup_reclaim_sweep	2	불명	-
A	src/services/discord/startup_reclaim.rs::spawn_startup_reclaim_sweep	2	불명	-
A	src/services/discord/status_panel_orphan_store.rs::drain	1	예	M13
A	src/services/discord/task_notification_delivery/card_post.rs::deliver_card_post_claim	1	예	-
A	src/services/discord/task_notification_delivery/gateway.rs::edit_card	1	예	-
A	src/services/discord/task_notification_delivery/gateway.rs::post_card	1	예	-
A	src/services/discord/task_notification_delivery/mod.rs::deliver_claim	3	예	-
A	src/services/discord/task_notification_delivery/mod.rs::ensure_card	1	예	-
A	src/services/discord/task_notification_delivery/mod.rs::ensure_card_with_metadata	1	예	-
A	src/services/discord/task_notification_delivery/mod.rs::ensure_card_with_shared	1	예	-
A	src/services/discord/task_notification_delivery/mod.rs::replace_confirmed_missing_card	1	예	-
A	src/services/discord/task_notification_delivery/response_chunks.rs::post_chunk	2	예	-
A	src/services/discord/task_notification_delivery/response_chunks.rs::send_task_response_chunks	1	예	-
A	src/services/discord/task_notification_delivery/response_chunks.rs::send_task_response_chunks_with_card_repair	2	예	-
A	src/services/discord/terminal_ui_obligation.rs::reconcile_terminal_ui_obligation	1	불명	-
A	src/services/discord/terminal_ui_obligation.rs::spawn_terminal_ui_obligation_sweeper	1	불명	-
A	src/services/discord/terminal_ui_obligation.rs::sweep_terminal_ui_obligations	1	불명	-
A	src/services/discord/tmux.rs::reconcile_orphan_suppressed_placeholder_for_restored_watcher	1	예	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::delete_placeholder_unless_delivered	2	불명	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::delete_placeholder_with_operation	1	불명	R11
A	src/services/discord/tmux_placeholder_suppression/ops.rs::delete_terminal_placeholder_unless_delivered	1	불명	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::delete_watcher_rollover_frozen_prefixes	1	불명	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::edit_placeholder_with_operation	1	불명	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::edit_preserve_placeholder	1	불명	-
A	src/services/discord/tmux_placeholder_suppression/ops.rs::edit_terminal_placeholder	1	불명	-
A	src/services/discord/tmux_restart_handoff.rs::resume_aborted_restart_turn	1	예	M1(fn)
A	src/services/discord/tmux_restart_handoff.rs::start_restart_handoff_from_state	1	예	M1,R32(fn)
A	src/services/discord/tmux_watcher/committed_placeholder_cleanup.rs::reconcile_already_committed_after_edit_failure	1	예	-
A	src/services/discord/tmux_watcher/committed_placeholder_cleanup.rs::reconcile_confirmed_preview	1	예	-
A	src/services/discord/tmux_watcher/completion_producer.rs::complete_watcher_terminal_footer_or_status_panel_with_sniffer	1	예	-
A	src/services/discord/tmux_watcher/entry.rs::tmux_output_watcher	1	예	-
A	src/services/discord/tmux_watcher/no_result_exits.rs::handle_no_result_exits	7	예	-
A	src/services/discord/tmux_watcher/orphan_status_panel_cleanup.rs::cleanup_orphan_external_input_status_panel	1	예	-
A	src/services/discord/tmux_watcher/placeholder_reclaim.rs::reclaim_orphan_external_input_placeholder	1	예	-
A	src/services/discord/tmux_watcher/pre_emit_guard.rs::run_pre_emit_guard	4	예	-
A	src/services/discord/tmux_watcher/provider_output_guard.rs::guard_rollover	1	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::complete_watcher_single_message_completion_footer	1	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::complete_watcher_single_message_terminal_no_footer	1	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::complete_watcher_terminal_footer_or_status_panel	2	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::refresh_watcher_completion_footer_if_due	1	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::refresh_watcher_registered_completion_footer	1	예	-
A	src/services/discord/tmux_watcher/single_message_footer.rs::supersede_watcher_footer	1	예	-
A	src/services/discord/tmux_watcher/streaming_status_tick/existing_panel_update.rs::update_existing_panel	1	예	-
A	src/services/discord/tmux_watcher/task_response_authority.rs::apply_watcher_task_response	2	예	-
A	src/services/discord/tmux_watcher/terminal_abort_exits.rs::handle_terminal_abort_exits	3	예	-
A	src/services/discord/tmux_watcher/terminal_long_chunks.rs::apply_watcher_long_chunks_controller	2	예	-
A	src/services/discord/tmux_watcher/terminal_long_chunks.rs::apply_watcher_long_chunks_legacy	3	예	-
A	src/services/discord/tmux_watcher/terminal_long_chunks.rs::apply_watcher_long_chunks_result	1	예	-
A	src/services/discord/tmux_watcher/terminal_long_chunks.rs::deliver_long_chunks_via_controller	1	예	-
A	src/services/discord/tmux_watcher/terminal_preflight.rs::run_terminal_preflight_prepare	2	예	-
A	src/services/discord/tmux_watcher/terminal_preflight.rs::run_terminal_preflight_suppression	2	예	-
A	src/services/discord/tmux_watcher/terminal_send.rs::apply_watcher_short_replace_controller	2	예	-
A	src/services/discord/tmux_watcher/terminal_send.rs::deliver_short_replace_via_controller	1	예	-
A	src/services/discord/tmux_watcher/turn_stream_collector.rs::collect_turn_stream_until_terminal	2	예	-
A	src/services/discord/tmux_watcher/two_message_panel.rs::adopt_watcher_singleton_panel_after_fresh_bind	1	예	-
A	src/services/discord/tmux_watcher/two_message_panel.rs::reanchor_watcher_two_message_status_panel_below_answer	3	예	-
A	src/services/discord/tui_direct_abort_marker/drain.rs::drain_on_terminal_commit	1	예	-
A	src/services/discord/tui_direct_abort_marker/drain.rs::drain_on_terminal_commit_with_offset	1	예	-
A	src/services/discord/tui_direct_abort_marker/drain.rs::drain_on_terminal_commit_with_offsets	1	예	-
A	src/services/discord/tui_direct_abort_marker/mod.rs::shared_reaction_applier	2	예	-
A	src/services/discord/tui_direct_abort_marker/sweep.rs::sweep_expired	1	예	-
A	src/services/discord/tui_prompt_relay.rs::relay_observed_prompt	4	예	-
A	src/services/discord/tui_prompt_relay.rs::spawn_tui_prompt_relay	1	예	-
A	src/services/discord/tui_prompt_relay/bridge_gateway.rs::delete_message	1	예	-
A	src/services/discord/tui_prompt_relay/bridge_gateway.rs::edit_message	1	예	-
A	src/services/discord/tui_prompt_relay/bridge_gateway.rs::replace_message_with_outcome	1	예	-
A	src/services/discord/tui_prompt_relay/bridge_gateway.rs::send_long_message_with_rollback	1	예	-
A	src/services/discord/tui_prompt_relay/bridge_gateway.rs::send_message	1	예	-
A	src/services/discord/tui_prompt_relay/claude_idle_bridge.rs::finish_idle_bridge_completion	1	예	-
A	src/services/discord/tui_prompt_relay/claude_idle_bridge.rs::stream_tui_idle_response_with_gateway	2	예	-
A	src/services/discord/tui_prompt_relay/synthetic_start_wiring.rs::delete_failed_synthetic_owned_placeholder	1	예	-
A	src/services/discord/tui_prompt_relay/synthetic_start_wiring.rs::establish_tui_direct_synthetic_lifecycle_anchor	1	예	-
A	src/services/discord/tui_prompt_relay/synthetic_start_wiring.rs::post_suppressed_injection_note	1	예	-
A	src/services/discord/tui_prompt_relay/synthetic_start_wiring.rs::resolve_tui_direct_synthetic_lifecycle_anchor	1	예	-
A	src/services/discord/tui_prompt_relay/synthetic_start_wiring.rs::wire_tui_direct_synthetic_turn_start	1	예	-
A	src/services/discord/turn_bridge/bridge_entry_persist.rs::establish_bridge_entry_authority	1	예	-
A	src/services/discord/turn_bridge/bridge_entry_persist.rs::spawn_turn_bridge	1	예	-
A	src/services/discord/turn_bridge/completion_postlude.rs::run_completion_postlude	1	예	R32(fn)
A	src/services/discord/turn_bridge/current_message_anchor.rs::cleanup_unbound_bridge_anchor	1	예	M6
A	src/services/discord/turn_bridge/current_message_anchor.rs::edit_bound_current_message	1	예	-
A	src/services/discord/turn_bridge/current_message_anchor.rs::ensure_bridge_current_message_anchor	3	예	M6(fn)
A	src/services/discord/turn_bridge/finalize_epilogue.rs::finalize_and_drain_queued_turns	1	예	-
A	src/services/discord/turn_bridge/followup_requeue.rs::requeue_claude_tui_followup_pre_submit_timeout	1	예	-
A	src/services/discord/turn_bridge/followup_requeue.rs::requeue_if_needed	1	예	-
A	src/services/discord/turn_bridge/headless_delivery.rs::cleanup_headless_streaming_placeholder_after_delivery	2	예	-
A	src/services/discord/turn_bridge/headless_delivery.rs::enqueue_headless_delivery	1	예	-
A	src/services/discord/turn_bridge/mod.rs::spawn_turn_bridge_with_pin	6	예	-
A	src/services/discord/turn_bridge/runtime_handoff_loop.rs::handle_runtime_handoff_loop_message	5	예	-
A	src/services/discord/turn_bridge/runtime_handoff_loop/watcher_handoff.rs::handle_watcher_runtime_handoff	2	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::complete_bridge_single_message_completion_footer	1	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::complete_bridge_single_message_terminal_no_footer	1	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::complete_bridge_terminal_footer_or_status_panel	1	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::complete_bridge_terminal_footer_or_status_panel_with_sniffer	2	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::maybe_create_bridge_separate_status_panel_response	2	예	M6,M6(fn)
A	src/services/discord/turn_bridge/single_message_footer.rs::refresh_bridge_footer	1	예	-
A	src/services/discord/turn_bridge/single_message_footer.rs::supersede_bridge_footer	1	예	-
A	src/services/discord/turn_bridge/status_panel.rs::edit	3	예	-
A	src/services/discord/turn_bridge/status_panel.rs::migrate_separate_status_panel_to_footer	1	예	M6
A	src/services/discord/turn_bridge/status_panel.rs::send	2	예	-
A	src/services/discord/turn_bridge/status_panel/fallback.rs::send_status_panel_v2_completion_fallback	2	예	-
A	src/services/discord/turn_bridge/status_panel/fallback.rs::send_status_panel_v2_completion_fallback_http	1	예	-
A	src/services/discord/turn_bridge/stream_loop.rs::run_stream_loop	8	예	-
A	src/services/discord/turn_bridge/stream_loop/exit_reconcile.rs::settle_and_reconcile_exit_candidate	1	예	-
A	src/services/discord/turn_bridge/stream_loop/tool_arms.rs::handle_stream_tool_message	2	예	-
A	src/services/discord/turn_bridge/stream_loop/tool_arms/task_notification.rs::handle_stream_task_notification	1	예	-
A	src/services/discord/turn_bridge/stream_loop/types.rs::deliver	2	예	-
A	src/services/discord/turn_bridge/stream_tick.rs::guarded_bridge_rollover_edit	2	예	-
A	src/services/discord/turn_bridge/stream_tick.rs::run_bridge_stream_tick	10	예	M2(fn)
A	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs::discard_pending_current_message_candidate	1	예	-
A	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs::fence_stream_tick_visible_mutation_with_candidate_cleanup	1	예	-
A	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs::persist_stream_tick_state_with_candidate_cleanup	1	예	-
A	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs::persist_stream_tick_state_with_candidate_cleanup_mode	1	예	-
A	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs::settle_pending_current_message_candidate_on_loop_exit	2	예	-
A	src/services/discord/turn_bridge/terminal_controller_cutover.rs::apply_bridge_long_chunks_controller	1	예	-
A	src/services/discord/turn_bridge/terminal_controller_cutover.rs::apply_bridge_long_chunks_legacy	1	예	-
A	src/services/discord/turn_bridge/terminal_controller_cutover.rs::apply_bridge_short_replace_controller	1	예	-
A	src/services/discord/turn_bridge/terminal_controller_cutover.rs::deliver_long_chunks_via_controller	1	예	-
A	src/services/discord/turn_bridge/terminal_controller_cutover.rs::deliver_short_replace_via_controller	1	예	-
A	src/services/discord/turn_bridge/terminal_outcome_delivery.rs::run_terminal_outcome_delivery	11	예	M5,M5(fn)
A	src/services/discord/turn_bridge/terminal_outcome_delivery/busy_followup_retry.rs::apply_busy_requeue_if_pending	1	예	-
A	src/services/discord/turn_bridge/terminal_outcome_delivery/cancel_prompt_replace.rs::handle_cancel_prompt_replace	2	예	M5
A	src/services/discord/turn_bridge/terminal_outcome_delivery/delivery_epilogue.rs::handle_delivery_epilogue	2	예	M3,M3(fn)
A	src/services/discord/turn_bridge/terminal_outcome_delivery/foreign_terminal_handoff.rs::handle_known_owner	1	예	-
A	src/services/discord/turn_bridge/terminal_outcome_delivery/foreign_terminal_handoff.rs::resume_payload_with_gateway	1	예	-
A	src/services/discord/turn_bridge/terminal_outcome_delivery/foreign_terminal_handoff.rs::resume_with_gateway	1	예	-
A	src/services/discord/turn_bridge/terminal_outcome_delivery/recovery_retry.rs::handle_recovery_retry	1	예	M6
A	src/services/discord/turn_bridge/two_message_panel.rs::create_bridge_two_message_status_panel_below_answer	4	예	-
A	src/services/discord/turn_bridge/two_message_panel.rs::reanchor_bridge_two_message_status_panel_below_answer	3	예	-
A	src/services/discord/turn_bridge/watcher_orphan_cleanup.rs::cleanup_or_preserve_watcher_orphan_spinner	2	예	M6,M6(fn)
A	src/services/discord/turn_bridge/watcher_orphan_cleanup.rs::spawn_watcher_orphan_spinner_cleanup_retry	1	예	M6
A	src/services/discord/turn_view_reconciler.rs::note_queue_marker_added	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_queue_marker_removed	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_queue_marker_removed_delivery	3	예	-
A	src/services/discord/turn_view_reconciler.rs::note_start_rolled_back_to_queued	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_start_rolled_back_to_queued_delivery	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_cleared	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_cleared_if_attempt_matches	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_completed	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_failed	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_started	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_turn_started_with_attempt	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_untracked_reaction	1	예	-
A	src/services/discord/turn_view_reconciler.rs::note_untracked_reaction_added	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_intake_queue_marker_removed	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_intake_start_rolled_back_to_queued	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_intake_turn_cleared_if_attempt_matches	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_intake_turn_started_with_attempt	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_intake_turn_via_shared	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_tui_anchor_completed_delivery	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_tui_anchor_delivery	1	예	-
A	src/services/discord/turn_view_reconciler/api.rs::note_tui_anchor_failed_delivery	1	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::apply_diff	4	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::apply_diff_or_cold_terminal	4	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::apply_reaction	2	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::apply_unknown_clear	1	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::compensate_reaction_ops	1	예	-
A	src/services/discord/turn_view_reconciler/apply.rs::remove_legacy_queue_reactions	2	예	-
A	src/services/discord/turn_view_reconciler/orphan_sweep.rs::clear_orphan_pending_tui_anchor	1	예	-
A	src/services/discord/turn_view_reconciler/resolution.rs::note_state	1	예	-
A	src/services/discord/turn_view_reconciler/resolution.rs::note_state_delivery	1	예	-
A	src/services/discord/turn_view_reconciler/resolution.rs::note_state_delivery_with_attempt	1	예	-
A	src/services/discord/turn_view_reconciler/resolution.rs::note_state_delivery_with_clear_attempt_guard	2	예	-
A	src/services/discord/voice_background_driver.rs::start	1	아니오	-
A	src/services/discord/voice_barge_in/final_result_playback.rs::post_voice_playback_failure_notice	1	아니오	-
A	src/services/discord/voice_barge_in/final_result_playback.rs::spawn_spoken_result_playback	1	아니오	-
A	src/services/discord/voice_barge_in/progress_playback.rs::handle_progress_event	1	아니오	-
A	src/services/discord/voice_barge_in/progress_playback.rs::mirror_progress_line	1	아니오	-
A	src/services/discord/voice_barge_in/routing.rs::ask_for_agent	1	아니오	-
A	src/services/discord/voice_barge_in/runtime_lifecycle.rs::try_handle_voice_channel_text_reply	1	아니오	-
A	src/services/discord/voice_barge_in/utterance_pipeline.rs::process_completed_utterance	1	아니오	-
A	src/services/discord/voice_lifecycle.rs::act	1	아니오	-
A	src/services/discord/voice_lifecycle.rs::handle_rejoin_request	1	아니오	-
A	src/services/discord/voice_lifecycle.rs::run_rejoin_loop	1	아니오	-
A	src/services/dispatches/discord_delivery/guard.rs::send_dispatch_with_delivery_guard	1	불명	-
A	src/services/dispatches/discord_delivery/guard.rs::send_dispatch_within_deadline	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::apply_dispatch_status_reaction_state	7	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_dispatch	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_dispatch_to_discord_inner_with_context_pg	4	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_dispatch_to_discord_with_pg_result	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_review_followup	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_review_result_message_via_http	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_review_result_to_primary_with_context_and_transport	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::send_review_result_to_primary_with_transport	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::sync_dispatch_status_reaction_with_pg	1	불명	-
A	src/services/dispatches/discord_delivery/orchestration.rs::update_dispatch_reaction_presence	1	불명	-
A	src/services/dispatches/discord_delivery/thread_reuse.rs::try_reuse_thread	1	불명	-
A	src/services/dispatches/discord_delivery/thread_reuse.rs::validate_channel_thread_maps_on_startup_with_backends	1	불명	-
A	src/services/dispatches/discord_delivery/transport.rs::<module>	1	불명	-
A	src/services/dispatches/discord_delivery/transport.rs::edit_raw_message_once	1	불명	-
A	src/services/dispatches/discord_delivery/transport.rs::post_dispatch_message_to_channel_with_delivery	1	불명	-
A	src/services/dispatches/discord_delivery/transport.rs::post_raw_message_once	1	불명	-
A	src/services/dispatches/outbox_queue.rs::dispatch_outbox_loop	1	불명	-
A	src/services/dispatches/outbox_queue.rs::notify_dispatch	1	불명	-
A	src/services/dispatches/outbox_queue.rs::process_outbox_batch_with_pg	2	불명	-
A	src/services/dispatches/outbox_queue.rs::sync_status_reaction	1	불명	-
A	src/services/dispatches/outbox_route.rs::handle_completed_dispatch_followups_internal	2	불명	-
A	src/services/dispatches/outbox_route.rs::handle_completed_dispatch_followups_with_pg	1	불명	-
A	src/services/dispatches/outbox_route.rs::post_dispatch_completion_summary	1	불명	-
A	src/services/github_issue_creation.rs::sync_issue_announcement	2	불명	-
A	src/services/issue_announcements.rs::complete_issue_announcement_pg	1	불명	-
A	src/services/issue_announcements.rs::create_issue_announcement_pg	1	불명	-
A	src/services/issue_announcements.rs::send_issue_announcement_message	2	불명	-
A	src/services/onboarding/channel.rs::channels	1	불명	-
A	src/services/onboarding/channel.rs::channels_post	1	불명	-
A	src/services/onboarding/channel.rs::load_channels	2	불명	-
A	src/services/onboarding/channel.rs::validate_token	1	불명	-
A	src/services/onboarding/mod.rs::<module>	1	불명	-
A	src/services/routines/agent_executor.rs::create_routine_thread	1	불명	-
A	src/services/routines/agent_executor.rs::resolve_or_create_routine_thread	1	불명	-
A	src/services/routines/discord_log.rs::create_routine_thread	1	불명	-
A	src/services/routines/discord_log.rs::log_run_js_action	1	불명	-
A	src/services/routines/discord_log.rs::log_run_js_inputs	1	불명	-
A	src/services/routines/discord_log.rs::log_run_outcome	1	불명	-
A	src/services/routines/discord_log.rs::log_run_section	1	불명	-
A	src/services/routines/discord_log.rs::log_run_started	1	불명	-
A	src/services/routines/discord_log.rs::resolve_or_create_log_thread	1	불명	-
A	src/services/routines/discord_log.rs::send_or_edit_run_log	2	불명	-
B	src/cli/dcserver.rs::handle_dcserver	2	불명	-
B	src/engine/ops.rs::register_globals_pg_only	1	불명	-
B	src/engine/ops/exec_ops.rs::register_exec_ops	1	불명	M18
B	src/server/routes/domains/ops.rs::router	1	불명	-
B	src/server/routes/domains/runtime.rs::router	2	불명	-
B	src/server/routes/health_api.rs::rebind_inflight_handler	1	불명	-
B	src/server/routes/health_api.rs::stale_mailbox_repair_handler	2	불명	-
B	src/server/routes/mod.rs::compose_api_router	1	불명	-
B	src/services/discord/abandon_request_store.rs::current_drain_ownership	1	불명	-
B	src/services/discord/adk_session.rs::emit_context_compacted_lifecycle_for_inflight	1	불명	-
B	src/services/discord/destructive_cancel_gate.rs::evaluate	1	불명	-
B	src/services/discord/footer_view_reconciler/mod.rs::prepare_turn_completed_footer	1	예	-
B	src/services/discord/health.rs::rebind_inflight	1	예	-
B	src/services/discord/health.rs::rebind_inflight_after_force_clean	1	예	M10
B	src/services/discord/health/recovery.rs::clear_idle_tmux_stale_turn	2	예	-
B	src/services/discord/health/recovery.rs::clear_idle_tmux_stale_turn_inflight_if_pinned	2	예	-
B	src/services/discord/health/recovery.rs::clear_persistent_inflight_for_stop	1	예	R32
B	src/services/discord/health/recovery.rs::clear_recovered_leak_inflight	1	예	-
B	src/services/discord/health/recovery.rs::clear_recovered_leak_inflight_in_root	2	예	-
B	src/services/discord/health/recovery.rs::force_kill_provider_channel_runtime	1	예	-
B	src/services/discord/health/recovery.rs::handle_rebind_inflight	1	예	-
B	src/services/discord/health/recovery.rs::load_idle_tmux_stale_turn_inflight_clear_candidate	1	예	-
B	src/services/discord/health/recovery.rs::maybe_recover_completed_stale_leak	3	예	M8,M8(fn)
B	src/services/discord/health/recovery.rs::rebind_channel_provider_session	1	예	-
B	src/services/discord/health/recovery.rs::resolve_tmux_session_for_cancel	1	예	-
B	src/services/discord/health/recovery.rs::revalidate_and_clear_explicit_background_inflight	1	예	-
B	src/services/discord/health/recovery.rs::run_stall_watchdog_pass	8	예	-
B	src/services/discord/health/recovery.rs::stop_provider_channel_runtime_with_policy	4	예	M18,M18(fn),R32,R32(fn)
B	src/services/discord/health/recovery/stall_watchdog_task.rs::spawn_stall_watchdog	1	예	-
B	src/services/discord/health/relay_auto_heal.rs::commit_redrive_success	2	예	-
B	src/services/discord/health/relay_auto_heal.rs::redrive_episode	1	예	-
B	src/services/discord/health/relay_auto_heal.rs::redrive_undelivered_backlog	1	예	-
B	src/services/discord/health/relay_auto_heal.rs::redrive_undelivered_backlog_at	1	예	-
B	src/services/discord/health/watcher_respawn.rs::complete_force_clean_watcher_recovery	1	예	-
B	src/services/discord/health/watcher_respawn.rs::reclaim_watcherless_session_bound_relay	1	예	-
B	src/services/discord/health/watcher_respawn.rs::respawn_watcher_after_force_clean	1	예	-
B	src/services/discord/health/watcher_respawn.rs::retry_pending_watcher_respawn	2	예	-
B	src/services/discord/idle_detector.rs::run_pass	1	불명	-
B	src/services/discord/idle_recap.rs::inflight_has_active_turn	1	불명	-
B	src/services/discord/inflight.rs::clear_inflight_by_tmux_name	1	예	M18
B	src/services/discord/inflight.rs::delete_inflight_state_file	1	예	R32
B	src/services/discord/inflight.rs::inflight_state_allows_idle_tmux_repair	1	예	-
B	src/services/discord/inflight.rs::load_inflight_state	1	예	-
B	src/services/discord/inflight.rs::mark_all_inflight_states_restart_mode	1	예	-
B	src/services/discord/inflight.rs::mark_all_inflight_states_restart_mode_checked	1	예	-
B	src/services/discord/inflight.rs::set_inflight_restart_mode_under_lock	1	예	-
B	src/services/discord/inflight/anchor_repost.rs::bump_anchor_repost_attempts_if_matches_identity	1	예	-
B	src/services/discord/inflight/anchor_repost.rs::bump_anchor_repost_attempts_if_matches_identity_in_root	1	예	-
B	src/services/discord/inflight/anchor_repost.rs::mark_anchor_reposted_if_matches_identity	1	예	-
B	src/services/discord/inflight/anchor_repost.rs::mark_anchor_reposted_if_matches_identity_in_root	1	예	-
B	src/services/discord/inflight/anchor_repost.rs::mutate_matching_row_in_root	1	예	-
B	src/services/discord/inflight/budget.rs::bump_recovery_relay_attempts_if_matches_identity	1	예	-
B	src/services/discord/inflight/budget.rs::bump_recovery_relay_attempts_if_matches_identity_in_root	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_for_captured_episode	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_if_matches	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_if_matches_in_root	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_if_matches_zero_owned	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_if_matches_zero_owned_in_root	1	예	-
B	src/services/discord/inflight/clear_store/abandon.rs::request_inflight_abandon_matching_in_root	1	예	-
B	src/services/discord/inflight/clear_store/identity.rs::clear_inflight_state_for_captured_episode	1	예	-
B	src/services/discord/inflight/clear_store/identity.rs::clear_inflight_state_if_matches_identity_in_root	1	예	-
B	src/services/discord/inflight/clear_store/identity.rs::clear_inflight_state_if_matches_identity_returning_row_in_root	1	예	-
