kind	cat	name	files	depth	chain
wrapper	A	send_rollback_channel_message	src/services/discord/formatting/long_send_rollback.rs	2	send_channel_message → .send_message
wrapper	A	send_single_message_returning_receipt	src/services/discord/formatting/delivery.rs	3	send_channel_message_with_optional_reference → send_channel_message → .send_message
wrapper	A	send_status_panel_v2_completion_fallback	src/services/discord/turn_bridge/status_panel/fallback.rs	1	.send_message
wrapper	A	send_status_panel_v2_completion_fallback_http	src/services/discord/turn_bridge/status_panel/fallback.rs	2	send_channel_message → .send_message
wrapper	A	send_task_response_chunks	src/services/discord/task_notification_delivery/response_chunks.rs	3	post_chunk → send_channel_message_with_nonce → .send_message
wrapper	A	send_task_response_chunks_with_card_repair	src/services/discord/task_notification_delivery/response_chunks.rs	4	send_task_response_chunks → post_chunk → send_channel_message_with_nonce → .send_message
wrapper	A	send_to_agent_handler	src/server/routes/health_api.rs	9	handle_send_to_agent → send_message_with_backends → send_message_with_backends_and_delivery_id → send_message_with_backends_and_delivery_options_for_caller → send_resolved_manual_message_with_client → send_resolved_manual_message_with_client_and_nonce_rollout → deliver_manual_notification → post_text_attachment → .send_message
wrapper	A	send_user_message	src/cli/discord.rs	7	send_message_to_user → deliver_channel_message → deliver_outbound → deliver_outbound_with_overrides → deliver_single → send_content → .edit_message
wrapper	A	shared_reaction_applier	src/services/discord/tui_direct_abort_marker/mod.rs	12	note_tui_anchor_completed_delivery → note_tui_anchor_delivery → note_state_delivery → note_state_delivery_with_attempt → note_state_delivery_with_clear_attempt_guard → apply_unknown_clear → apply_reaction → try_add_reaction_raw_with_shared_detailed → try_reaction_raw_with_shared_detailed → try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	spawn_placeholder_sweeper	src/services/discord/placeholder_sweeper.rs	2	drain → .delete_message
wrapper	A	spawn_startup_reclaim_sweep	src/services/discord/startup_reclaim.rs	4	run_delayed_reclaim_pass → run_startup_reclaim_sweep → reclaim_orphan_placeholders → .delete_message
wrapper	A	spawn_tui_prompt_relay	src/services/discord/tui_prompt_relay.rs	2	relay_observed_prompt → .say
wrapper	A	spawn_watcher_orphan_spinner_cleanup_retry	src/services/discord/turn_bridge/watcher_orphan_cleanup.rs	1	.delete_message
wrapper	A	supersede_bridge_footer	src/services/discord/turn_bridge/single_message_footer.rs	3	note_footer_superseded → edit_channel_message → .edit_message
wrapper	A	supersede_watcher_footer	src/services/discord/tmux_watcher/single_message_footer.rs	3	note_footer_superseded → edit_channel_message → .edit_message
wrapper	A	sweep_expired	src/services/discord/tui_direct_abort_marker/sweep.rs	13	shared_reaction_applier → note_tui_anchor_completed_delivery → note_tui_anchor_delivery → note_state_delivery → note_state_delivery_with_attempt → note_state_delivery_with_clear_attempt_guard → apply_unknown_clear → apply_reaction → try_add_reaction_raw_with_shared_detailed → try_reaction_raw_with_shared_detailed → try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	sweep_orphan_status_panel	src/services/discord/placeholder_sweeper.rs	1	.delete_message
wrapper	A	sweep_terminal_ui_obligations	src/services/discord/terminal_ui_obligation.rs	3	reconcile_terminal_ui_obligation → edit_channel_message → .edit_message
wrapper	A	sync_dispatch_status_reaction_with_pg	src/services/dispatches/discord_delivery/orchestration.rs	3	apply_dispatch_status_reaction_state → update_dispatch_reaction_presence → REST:channels/{}/messages
wrapper	A	sync_status_reaction	src/services/dispatches/outbox_queue.rs	4	sync_dispatch_status_reaction_with_pg → apply_dispatch_status_reaction_state → update_dispatch_reaction_presence → REST:channels/{}/messages
wrapper	A	teardown_delete	src/services/discord/placeholder_controller/queued_card_gate.rs	2	delete_channel_message → .delete_message
wrapper	A	teardown_exit_body	src/services/discord/placeholder_controller/queued_card_gate.rs	2	delete_channel_message → .delete_message
wrapper	A	try_add_reaction_raw_with_shared_detailed	src/services/discord/reaction_lifecycle.rs	4	try_reaction_raw_with_shared_detailed → try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	try_handle_pending_dm_reply	src/services/discord/discord_io.rs	7	notify_source_agent → deliver_channel_message → deliver_outbound → deliver_outbound_with_overrides → deliver_single → send_content → .edit_message
wrapper	A	try_handle_voice_channel_text_reply	src/services/discord/voice_barge_in/runtime_lifecycle.rs	1	.say
wrapper	A	try_reaction_raw_on_channel_detailed	src/services/discord/reaction_lifecycle.rs	3	try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	try_reaction_raw_once_on_channel_detailed	src/services/discord/reaction_lifecycle.rs	2	apply_reaction_action_detailed → .create_reaction
wrapper	A	try_reaction_raw_with_shared_detailed	src/services/discord/reaction_lifecycle.rs	3	try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	try_recover_anchor_repost	src/services/discord/recovery_paths/restart.rs	6	relay_recovered_terminal_text_to_placeholder → relay_no_anchor_terminal_text → send_long_message_raw_with_reference_returning_message_ids → send_channel_message_with_optional_reference → send_channel_message → .send_message
wrapper	A	try_remove_reaction_raw_with_shared_detailed	src/services/discord/reaction_lifecycle.rs	4	try_reaction_raw_with_shared_detailed → try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction
wrapper	A	update_dispatch_reaction_presence	src/services/dispatches/discord_delivery/orchestration.rs	1	REST:channels/{}/messages
wrapper	A	update_existing_panel	src/services/discord/tmux_watcher/streaming_status_tick/existing_panel_update.rs	2	edit_channel_message → .edit_message
wrapper	B	admit_codex_terminal_range_in_root	src/services/discord/inflight/save_store/identity_gate/runtime_stamp.rs	4	persist_terminal_range → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	admit_codex_tui_terminal_frame	src/services/discord/inflight/save_store/identity_gate/runtime_stamp.rs	5	admit_codex_terminal_range_in_root → persist_terminal_range → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	admit_tui_terminal_frame	src/services/discord/inflight/save_store/identity_gate/runtime_stamp.rs	4	persist_terminal_range → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	adopt_and_lock_inflight_episode	src/services/discord/inflight/episode_guard.rs	2	lock_and_save_existing_inflight_rebind_adoption_impl_in_root → atomic_write
wrapper	B	adopt_coordinates	src/services/discord/recovery_engine/manual_rebind/coordinate_adoption.rs	3	adopt_and_lock_inflight_episode → lock_and_save_existing_inflight_rebind_adoption_impl_in_root → atomic_write
wrapper	B	archive_inflight_state_if_matches_identity_generation	src/services/discord/inflight/clear_store/mod.rs	2	archive_inflight_state_if_matches_identity_generation_in_root → rename
wrapper	B	archive_inflight_state_if_matches_identity_generation_in_root	src/services/discord/inflight/clear_store/mod.rs	1	rename
wrapper	B	backfill_finalizer_turn_id_under_lock	src/services/discord/inflight/finalizer_identity.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	bind_after_actor_check	src/services/discord/recovery_engine/terminal_text_idempotency.rs	4	record_successful_fresh_send_with_snapshot → bind_recovery_anchor_for_snapshot → bind_recovery_anchor_if_matches_snapshot → atomic_write
wrapper	B	bind_recovery_anchor_for_snapshot	src/services/discord/inflight/save_store/identity_gate.rs	2	bind_recovery_anchor_if_matches_snapshot → atomic_write
wrapper	B	bind_recovery_anchor_if_matches_identity	src/services/discord/inflight/save_store/identity_gate.rs	2	bind_recovery_anchor_if_matches_snapshot → atomic_write
wrapper	B	bind_recovery_anchor_if_matches_snapshot	src/services/discord/inflight/save_store/identity_gate.rs	1	atomic_write
wrapper	B	bind_status_panel	src/services/discord/inflight/ownership_ops.rs	4	bind_status_panel_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	bind_status_panel_in_root	src/services/discord/inflight/ownership_ops.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	bind_synthetic_anchor_under_guard	src/services/discord/inflight/episode_guard.rs	3	persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	bump_anchor_repost_attempts_if_matches_identity	src/services/discord/inflight/anchor_repost.rs	3	bump_anchor_repost_attempts_if_matches_identity_in_root → mutate_matching_row_in_root → atomic_write
wrapper	B	bump_anchor_repost_attempts_if_matches_identity_in_root	src/services/discord/inflight/anchor_repost.rs	2	mutate_matching_row_in_root → atomic_write
wrapper	B	bump_recovery_relay_attempts_if_matches_identity	src/services/discord/inflight/budget.rs	2	bump_recovery_relay_attempts_if_matches_identity_in_root → atomic_write
wrapper	B	bump_recovery_relay_attempts_if_matches_identity_in_root	src/services/discord/inflight/budget.rs	1	atomic_write
wrapper	B	cleanup_orphan_external_input_status_panel	src/services/discord/tmux_watcher/orphan_status_panel_cleanup.rs	5	clear_status_panel_if_current → clear_status_panel_if_current_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	cleanup_retry_inflight_blocks_idle_kickoff	src/services/discord/mod.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	cleanup_routing_orphaned_inflight	src/services/discord/recovery_engine/routing_orphan.rs	3	dispose_recovery_relay_outcome → clear_inflight_state → remove_file
wrapper	B	clear_current_msg_if_matches	src/services/discord/inflight/ownership_ops.rs	4	clear_current_msg_if_matches_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	clear_current_msg_if_matches_in_root	src/services/discord/inflight/ownership_ops.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	clear_idle_tmux_reattach_inflight_if_pinned	src/services/discord/relay_recovery/idle_tmux.rs	4	clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_idle_tmux_stale_turn	src/services/discord/health/recovery.rs	5	clear_idle_tmux_stale_turn_inflight_if_pinned → clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_idle_tmux_stale_turn_inflight_if_pinned	src/services/discord/health/recovery.rs	4	clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_inflight_by_channel	src/services/turn_lifecycle.rs	2	clear_inflight_state → remove_file
wrapper	B	clear_inflight_by_tmux_name	src/services/discord/inflight.rs,src/services/discord/mod.rs,src/services/turn_lifecycle.rs	1	remove_file
wrapper	B	clear_inflight_state	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_inflight_state_for_captured_episode	src/services/discord/inflight/clear_store/identity.rs	3	clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_for_channel	src/services/discord/mod.rs	2	clear_inflight_state → remove_file
wrapper	B	clear_inflight_state_for_reconcile	src/services/discord/inflight/clear_store/reconcile_gate.rs	6	clear_inflight_state_for_reconcile_with_allocation_in_root → clear_inflight_state_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_for_reconcile_in_root	src/services/discord/inflight/clear_store/reconcile_gate.rs	4	clear_inflight_state_if_matches_identity_turn_nonce_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_for_reconcile_with_allocation_in_root	src/services/discord/inflight/clear_store/reconcile_gate.rs	5	clear_inflight_state_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_for_snapshot	src/services/discord/inflight/clear_store/mod.rs	2	clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_inflight_state_if_matches	src/services/discord/inflight/clear_store/mod.rs	2	clear_inflight_state_if_matches_in_root → remove_file
wrapper	B	clear_inflight_state_if_matches_identity	src/services/discord/inflight/clear_store/mod.rs	4	clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_after_delivery	src/services/discord/inflight/clear_store/mod.rs	2	clear_inflight_state_if_matches_identity_after_delivery_in_root → atomic_write
wrapper	B	clear_inflight_state_if_matches_identity_after_delivery_in_root	src/services/discord/inflight/clear_store/mod.rs	1	atomic_write
wrapper	B	clear_inflight_state_if_matches_identity_generation	src/services/discord/inflight/clear_store/mod.rs	3	clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_generation_and_episode_in_root	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_inflight_state_if_matches_identity_generation_in_root	src/services/discord/inflight/clear_store/mod.rs	2	clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_in_root	src/services/discord/inflight/clear_store/identity.rs	4	clear_inflight_state_if_matches_identity_turn_nonce_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_returning_row	src/services/discord/inflight/clear_store/mod.rs	3	clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_returning_row_in_root	src/services/discord/inflight/clear_store/identity.rs	2	remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_turn_nonce	src/services/discord/inflight/clear_store/mod.rs	4	clear_inflight_state_if_matches_identity_turn_nonce_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_turn_nonce_for_reconcile_in_root	src/services/discord/inflight/clear_store/identity.rs	3	clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root	src/services/discord/inflight/clear_store/identity.rs	2	remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_identity_turn_nonce_in_root	src/services/discord/inflight/clear_store/identity.rs	3	clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_inflight_state_if_matches_in_root	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_inflight_state_if_matches_tmux_response_in_root	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_inflight_state_if_matches_zero_owned	src/services/discord/inflight/clear_store/mod.rs	2	clear_inflight_state_if_matches_zero_owned_in_root → remove_file
wrapper	B	clear_inflight_state_if_matches_zero_owned_in_root	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_late_projection	src/services/discord/turn_lease.rs	4	clear_inflight_state_for_captured_episode → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_lifecycle_inflight_state_if_matches_identity_after_death_evidence	src/services/discord/inflight/clear_store/mod.rs	2	clear_lifecycle_inflight_state_if_matches_identity_after_death_evidence_in_root → remove_file
wrapper	B	clear_lifecycle_inflight_state_if_matches_identity_after_death_evidence_in_root	src/services/discord/inflight/clear_store/mod.rs	1	remove_file
wrapper	B	clear_long_running_placeholder_if_matches_identity	src/services/discord/inflight/save_store/identity_gate/stream_loop_patch.rs	4	clear_long_running_placeholder_if_matches_identity_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	clear_long_running_placeholder_if_matches_identity_in_root	src/services/discord/inflight/save_store/identity_gate/stream_loop_patch.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	clear_persistent_inflight_for_stop	src/services/discord/health/recovery.rs	2	clear_inflight_state → remove_file
wrapper	B	clear_rebind_origin_for_reconcile	src/services/discord/inflight/clear_store/reconcile_gate.rs	6	clear_rebind_origin_for_reconcile_with_allocation_in_root → clear_rebind_origin_for_reconcile_in_root → clear_rebind_origin_inflight_state_if_matches_identity_for_reconcile_in_root → clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_for_reconcile_in_root	src/services/discord/inflight/clear_store/reconcile_gate.rs	4	clear_rebind_origin_inflight_state_if_matches_identity_for_reconcile_in_root → clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_for_reconcile_with_allocation_in_root	src/services/discord/inflight/clear_store/reconcile_gate.rs	5	clear_rebind_origin_for_reconcile_in_root → clear_rebind_origin_inflight_state_if_matches_identity_for_reconcile_in_root → clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_inflight_state_if_matches_identity	src/services/discord/inflight/clear_store/mod.rs	4	clear_rebind_origin_inflight_state_if_matches_identity_in_root → clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_inflight_state_if_matches_identity_for_reconcile_in_root	src/services/discord/inflight/clear_store/identity.rs	3	clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root	src/services/discord/inflight/clear_store/identity.rs	2	remove_identity_matched_state → remove_file
wrapper	B	clear_rebind_origin_inflight_state_if_matches_identity_in_root	src/services/discord/inflight/clear_store/identity.rs	3	clear_rebind_origin_inflight_state_if_matches_identity_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	clear_recovered_leak_inflight	src/services/discord/health/recovery.rs	3	clear_recovered_leak_inflight_in_root → clear_inflight_state_if_matches_in_root → remove_file
wrapper	B	clear_recovered_leak_inflight_in_root	src/services/discord/health/recovery.rs	2	clear_inflight_state_if_matches_in_root → remove_file
wrapper	B	clear_status_panel_if_current	src/services/discord/inflight/ownership_ops.rs	4	clear_status_panel_if_current_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	clear_status_panel_if_current_in_root	src/services/discord/inflight/ownership_ops.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	commit	src/services/discord/recovery_engine/completion_delivery.rs	5	bind_after_actor_check → record_successful_fresh_send_with_snapshot → bind_recovery_anchor_for_snapshot → bind_recovery_anchor_if_matches_snapshot → atomic_write
wrapper	B	commit_episode_side_effects	src/services/discord/recovery_engine/manual_rebind/episode_handoff.rs	5	mark_readopted_under_guard → persist_readopted_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	commit_redrive_success	src/services/discord/health/relay_auto_heal.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	commit_watcher_direct_terminal_session_idle	src/services/discord/tmux_watcher/liveness.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	commit_watcher_terminal_delivery_locked	src/services/discord/inflight/watcher_state.rs	4	commit_watcher_terminal_delivery_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	commit_watcher_terminal_delivery_locked_in_root	src/services/discord/inflight/watcher_state.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	committed_foreign_complete_finalize_context	src/services/discord/tui_direct_pending_start/state.rs	1	clear_inflight:true
wrapper	B	consume_dispatched_origin_ghost_if_current	src/services/discord/watchers/dispatched_origin_ghost.rs	7	clear_inflight_state_for_reconcile → clear_inflight_state_for_reconcile_with_allocation_in_root → clear_inflight_state_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_for_reconcile_in_root → clear_inflight_state_if_matches_identity_turn_nonce_impl_in_root → remove_identity_matched_state → remove_file
wrapper	B	create_new_atomic_write	src/services/discord/inflight/save_store.rs	1	atomic_write
wrapper	B	delete_inflight_state_file	src/services/discord/inflight.rs	1	remove_file
wrapper	B	delete_state_if_allowed	src/services/discord/placeholder_sweeper/abandon_guard.rs	4	clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	dispose_ownerless_row	src/services/discord/recovery_engine/restore_inflight/kickoff_identity.rs	4	apply_ownerless_dead_pane_outcome → dispose_recovery_relay_outcome → clear_inflight_state → remove_file
wrapper	B	dispose_recovery_relay_outcome	src/services/discord/recovery_paths/restart.rs	2	clear_inflight_state → remove_file
wrapper	B	do_finalize	src/services/discord/turn_finalizer/finalize.rs	3	do_finalize_with_release → clear_inflight_state → remove_file
wrapper	B	do_finalize_with_release	src/services/discord/turn_finalizer/finalize.rs	2	clear_inflight_state → remove_file
wrapper	B	downgrade_orphan_owner_in_root	src/services/discord/inflight/orphan_relay_reclaim.rs	3	persist_under_lock_preserving_updated_at → persist_under_lock_inner → atomic_write
wrapper	B	downgrade_orphaned_session_bound_relay_owner_locked	src/services/discord/inflight/orphan_relay_reclaim.rs	5	downgrade_orphaned_session_bound_relay_owner_locked_in_root → downgrade_orphan_owner_in_root → persist_under_lock_preserving_updated_at → persist_under_lock_inner → atomic_write
wrapper	B	downgrade_orphaned_session_bound_relay_owner_locked_in_root	src/services/discord/inflight/orphan_relay_reclaim.rs	4	downgrade_orphan_owner_in_root → persist_under_lock_preserving_updated_at → persist_under_lock_inner → atomic_write
wrapper	B	emit_explicit_inflight_cleanup_signal	src/services/discord/tmux_watcher/turn_identity.rs	3	clear_inflight_state_if_matches → clear_inflight_state_if_matches_in_root → remove_file
wrapper	B	emit_explicit_inflight_cleanup_signal_pane_dead	src/services/discord/tmux_watcher/turn_identity.rs	5	clear_inflight_state_if_matches_identity → clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file
wrapper	B	ensure_synthetic_claim_marker_before_clear	src/services/discord/turn_finalizer/cleanup.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	fence_stream_tick_visible_mutation_with_candidate_cleanup	src/services/discord/turn_bridge/stream_tick/guarded_persist.rs	8	persist_stream_tick_state_with_candidate_cleanup_mode → persist_stream_tick_state → persist_stream_tick_state_with_authority_mode → save_stream_tick_state_if_bridge_authority → save_stream_tick_state_preserving_current_message_races_in_root_with_mode → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	finalize_cancelled_watcher_owner_turn	src/services/discord/relay_recovery/idle_tmux.rs	2	relay_recovery_cancel_finalize_context → clear_inflight:true
wrapper	B	finalize_cleanup_if_same_turn	src/services/discord/placeholder_sweeper/abandon_guard.rs	5	delete_state_if_allowed → clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	finalize_owner_dead_cleanup_if_same_turn	src/services/discord/placeholder_sweeper/abandon_guard.rs	5	delete_state_if_allowed → clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	finalize_pinned_watcher_exit	src/services/discord/tmux_watcher/stall_exit.rs	5	clear_inflight_state_if_matches_identity → clear_inflight_state_if_matches_identity_returning_row → clear_inflight_state_if_matches_identity_returning_row_in_root → remove_identity_matched_state → remove_file
wrapper	B	finalize_probe_cleanup_if_same_turn	src/services/discord/placeholder_sweeper/abandon_guard.rs	6	finalize_cleanup_if_same_turn → delete_state_if_allowed → clear_inflight_state_if_matches_identity_generation → clear_inflight_state_if_matches_identity_generation_in_root → clear_inflight_state_if_matches_identity_generation_and_episode_in_root → remove_file
wrapper	B	finalize_stale_busy_turn	src/services/discord/tmux_reaper.rs	2	stale_busy_mailbox → clear_inflight:true
wrapper	B	guarded_runtime_atomic_stamp	src/services/discord/turn_bridge/runtime_handoff_loop/guarded_save.rs	5	stamp_runtime_handoff_if_matches_identity → stamp_runtime_handoff_if_matches_identity_in_root → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	guarded_runtime_handoff_save	src/services/discord/turn_bridge/runtime_handoff_loop/guarded_save.rs	5	stamp_runtime_handoff_if_matches_identity → stamp_runtime_handoff_if_matches_identity_in_root → persist_under_lock_with_snapshot → persist_under_lock_inner → atomic_write
wrapper	B	invalidate_stale_generation	src/services/discord/inflight/removal.rs	2	invalidate_stale_generation_in_root → remove_file
wrapper	B	invalidate_stale_generation_in_root	src/services/discord/inflight/removal.rs	1	remove_file
wrapper	B	load_idle_tmux_reattach_inflight_clear_candidate	src/services/discord/relay_recovery/idle_tmux.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	load_idle_tmux_stale_turn_inflight_clear_candidate	src/services/discord/health/recovery.rs	5	load_inflight_state → backfill_finalizer_turn_id_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	lock_and_save_existing_inflight_rebind_adoption_impl_in_root	src/services/discord/inflight/save_store/identity_gate.rs	1	atomic_write
wrapper	B	mailbox_has_live_active_turn_or_cleanup_stale_proof	src/services/discord/router/intake_gate/stale_turn.rs	3	release_queue_blocked_stale_active_turn → delete_inflight_state_file → remove_file
wrapper	B	mark_all_inflight_states_restart_mode	src/services/discord/inflight.rs	3	mark_all_inflight_states_restart_mode_checked → set_inflight_restart_mode_under_lock → atomic_write
wrapper	B	mark_all_inflight_states_restart_mode_checked	src/services/discord/inflight.rs	2	set_inflight_restart_mode_under_lock → atomic_write
wrapper	B	mark_anchor_reposted_if_matches_identity	src/services/discord/inflight/anchor_repost.rs	3	mark_anchor_reposted_if_matches_identity_in_root → mutate_matching_row_in_root → atomic_write
wrapper	B	mark_anchor_reposted_if_matches_identity_in_root	src/services/discord/inflight/anchor_repost.rs	2	mutate_matching_row_in_root → atomic_write
wrapper	B	mark_readopted_from_inflight	src/services/discord/recovery_engine/runtime.rs	6	mark_readopted_from_inflight_if_identity_unchanged → mark_readopted_from_inflight_if_identity_unchanged_in_root → persist_readopted_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	mark_readopted_from_inflight_if_identity_unchanged	src/services/discord/inflight/save_store/identity_gate.rs	5	mark_readopted_from_inflight_if_identity_unchanged_in_root → persist_readopted_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	mark_readopted_from_inflight_if_identity_unchanged_in_root	src/services/discord/inflight/save_store/identity_gate.rs	4	persist_readopted_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	mark_readopted_under_guard	src/services/discord/inflight/episode_guard.rs	4	persist_readopted_under_lock → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	mark_session_bound_relay_delivered_locked	src/services/discord/inflight/orphan_relay_reclaim.rs	4	mark_session_bound_relay_delivered_locked_in_root → persist_under_lock → persist_under_lock_inner → atomic_write
wrapper	B	mark_session_bound_relay_delivered_locked_in_root	src/services/discord/inflight/orphan_relay_reclaim.rs	3	persist_under_lock → persist_under_lock_inner → atomic_write
